skill_id,skill_name,has_script,moment_type,moment_id,has_condition,effect_id,effect_name
4004,藏身咒,False,DoDesitionAction,4004001,No,2400002,ChangeSkillXuanQiCostByUnitRes
4004,藏身咒,False,ReleaseSkillAction,4004002,No,111012101,AddBuff
4005,隐魂咒,False,DoDesitionAction,4005001,No,2400002,ChangeSkillXuanQiCostByUnitRes
4005,隐魂咒,False,ReleaseSkillAction,4005002,No,111013101,AddBuff
4006,借法,False,ReleaseSkillAction,4006001,No,102010,ChangeProperty
4006,借法,False,AfterAction,4006002,No,111018104,AddBuff
4007,阳挪步,False,DoDesitionAction,4007001,No,2900001,ChangeActionWheel
4007,阳挪步,False,ReleaseSkillAction,4007002,No,101014,ChangeProperty
4008,阴腾步,False,DoDesitionAction,4008001,No,2900001,ChangeActionWheel
4008,阴腾步,False,ReleaseSkillAction,4008002,No,102014,ChangeProperty
4009,止水,False,DoDesitionAction,4009001,No,119001402,AddBuff
4009,止水,False,ReleaseSkillAction,4009002,No,101001,ChangeProperty
4010,毋言,False,ReleaseSkillAction,4010001,No,122021105,AddBuff
4011,化空,False,DoDesitionAction,4011001,No,2900012,ChangeActionWheel
4011,化空,False,ReleaseSkillAction,4011002,No,4402100,ClearBuffByType
4013,剑出,False,DoDesitionAction,4013001,No,2900003,ChangeActionWheel
4013,剑出,False,ReleaseSkillAction,4013002,No,113007103,AddBuff
4015,溯流,False,DoDesitionAction,4015001,Yes,102010,ChangeProperty
4015,溯流,False,ReleaseSkillAction,4015002,No,101001,ChangeProperty
4016,燃息,False,DoDesitionAction,4016001,No,3400001,AddActionTimes
4016,燃息,False,ReleaseSkillAction,4016003,No,113028101,AddBuff
4017,牵丝引线,False,AfterAction,4017003,No,101016,ChangeProperty
4020,行字诀,False,DoDesitionAction,4020001,No,3400001,AddActionTimes
4021,乍起,False,ReleaseSkillAction,4021002,No,111007103,AddBuff
4021,乍起,False,ReleaseSkillAction,4021002,No,111008103,AddBuff
4021,乍起,False,ReleaseSkillAction,4021002,No,3400001,AddActionTimes
4021,乍起,False,AfterAction,4021003,No,102015,ChangeProperty
4022,乍起,False,ReleaseSkillAction,4022002,No,111007105,AddBuff
4022,乍起,False,ReleaseSkillAction,4022002,No,111008105,AddBuff
4022,乍起,False,ReleaseSkillAction,4022002,No,3400001,AddActionTimes
4022,乍起,False,AfterAction,4022003,No,102015,ChangeProperty
4023,恶念,False,BeforeClash,4023001,No,400002,AddRandomKey
4023,恶念,False,BeforeClash,4023001,No,400032,AddRandomKey
4023,恶念,False,ReleaseSkillAction,4023002,No,122002103,AddBuff
4023,恶念,False,ReleaseSkillAction,4023002,No,122008103,AddBuff
4024,恶念,False,BeforeClash,4024001,No,400002,AddRandomKey
4024,恶念,False,BeforeClash,4024001,No,400032,AddRandomKey
4024,恶念,False,ReleaseSkillAction,4024002,No,122002105,AddBuff
4024,恶念,False,ReleaseSkillAction,4024002,No,122008105,AddBuff
4025,抽牌,False,BeforeClash,4025003,No,400032,AddRandomKey
4025,抽牌,False,ReleaseSkillAction,4025004,No,900000,AddRandonKeyToDefineCount
4026,抽牌,False,BeforeClash,4026003,No,400032,AddRandomKey
4026,抽牌,False,ReleaseSkillAction,4026004,No,900000,AddRandonKeyToDefineCount
4027,九息服气,False,ReleaseSkillAction,4027001,No,101005,ChangeProperty
4027,九息服气,False,ReleaseSkillAction,4027001,No,102002,ChangeProperty
4027,九息服气,False,ReleaseSkillAction,4027001,No,4401202,ClearBuffByType
4028,正立无影,False,ReleaseSkillAction,4028002,No,11002100,RemoveBuff
4028,正立无影,False,ReleaseSkillAction,4028002,No,111016101,AddBuff
4030,扭曲空间,False,DoDesitionAction,4030001,No,2900012,ChangeActionWheel
4030,扭曲空间,False,DoDesitionAction,4030001,No,111012101,AddBuff
4030,扭曲空间,False,DoDesitionAction,4030001,No,111013101,AddBuff
4030,扭曲空间,False,BeforeUnderAction,4030002,Yes,3000001,SetActionWheelToNow
4030,扭曲空间,False,BeforeClash,4030003,No,142001104,AddBuff
4030,扭曲空间,False,ReleaseSkillAction,4030004,No,400002,AddRandomKey
4030,扭曲空间,False,AfterAction,4030005,No,3400001,AddActionTimes
4031,椮立诀,False,ReleaseSkillAction,4031001,No,400007,AddRandomKey
4032,心体均一,False,DoDesitionAction,4032001,No,400007,AddRandomKey
4032,心体均一,False,ReleaseSkillAction,4032002,Yes,900005,AddRandonKeyToDefineCount
4032,心体均一,False,AfterAction,4032003,No,102001,ChangeProperty
4033,共生咒,False,ReleaseSkillAction,4033001,No,122029102,AddBuff
4035,醒墨,False,DoDesitionAction,4035001,No,2900002,ChangeActionWheel
4035,醒墨,False,DoDesitionAction,4035001,No,5500002,AddRandomBuff
4036,刚炁补充,False,DoDesitionAction,4036001,Yes,2900002,ChangeActionWheel
4036,刚炁补充,False,DoDesitionAction,4036001,Yes,2900012,ChangeActionWheel
4036,刚炁补充,False,BeforeClash,4036002,No,142009103,AddBuff
4036,刚炁补充,False,ReleaseSkillAction,4036003,No,101017,ChangeProperty
4037,玄炁补充,False,DoDesitionAction,4037001,Yes,2900002,ChangeActionWheel
4037,玄炁补充,False,DoDesitionAction,4037001,Yes,2900012,ChangeActionWheel
4037,玄炁补充,False,BeforeClash,4037002,No,142009103,AddBuff
4037,玄炁补充,False,ReleaseSkillAction,4037003,No,102017,ChangeProperty
4038,乱风咒,False,BeforeClash,4038001,No,5000401,RemoveRandomKey
4038,乱风咒,False,ReleaseSkillAction,4038002,No,5000202,RemoveRandomKey
4038,乱风咒,False,ReleaseSkillAction,4038003,No,600005,RandomAllKey
4038,乱风咒,False,ReleaseSkillAction,4038004,No,122002103,AddBuff
4039,水行术,False,DoDesitionAction,4039001,Yes,111016101,AddBuff
4039,水行术,False,ReleaseSkillAction,4039002,No,400002,AddRandomKey
4039,水行术,False,AfterAction,4039003,No,101011,ChangeProperty
4040,屏息凝神,False,DoDesitionAction,4040001,No,2900011,ChangeActionWheel
4040,屏息凝神,False,ReleaseSkillAction,4040002,No,119001202,AddBuff
4042,通窍,False,ReleaseSkillAction,4042001,No,111006105,AddBuff
4042,通窍,False,AfterAction,4042002,No,117001,ChangeProperty
4042,通窍,False,AfterAction,4042002,No,118001,ChangeProperty
4043,,False,BeforeClash,4043001,No,142012105,AddBuff
4043,,False,BeforeClash,4043001,No,142002101,AddBuff
4043,,False,BeforeClash,4043002,Yes,119000701,AddBuff
4043,,False,ReleaseSkillAction,4043003,No,122012105,AddBuff
4043,,False,ReleaseSkillAction,4043003,No,122002101,AddBuff
4044,祈咒,False,BeforeClash,4044001,No,3600002,DamageToTargetByProperty
4044,祈咒,False,ReleaseSkillAction,4044002,No,3600003,DamageToTargetByProperty
4049,,False,DoDesitionAction,4049001,No,2900001,ChangeActionWheel
4050,,False,DoDesitionAction,4050001,No,2900001,ChangeActionWheel
4051,,False,DoDesitionAction,4051001,No,2900001,ChangeActionWheel
4052,角入巫,False,DoDesitionAction,4052001,No,113037104,AddBuff
4052,角入巫,False,ReleaseSkillAction,4052002,No,111009102,AddBuff
4053,羽入巫,False,DoDesitionAction,4053001,No,113038104,AddBuff
4053,羽入巫,False,ReleaseSkillAction,4053002,No,111004102,AddBuff
4054,血入巫,False,DoDesitionAction,4054001,No,113039104,AddBuff
4054,血入巫,False,ReleaseSkillAction,4054002,No,111010102,AddBuff
4056,交蚀,False,ReleaseSkillAction,4056001,Yes,102012,ChangeProperty
4056,交蚀,False,ReleaseSkillAction,4056001,Yes,111009102,AddBuff
4056,交蚀,False,ReleaseSkillAction,4056002,Yes,101011,ChangeProperty
4056,交蚀,False,ReleaseSkillAction,4056002,Yes,111010102,AddBuff
4056,交蚀,False,ReleaseSkillAction,4056003,Yes,111009105,AddBuff
4056,交蚀,False,ReleaseSkillAction,4056003,Yes,111010105,AddBuff
4057,鬼神调,False,DoDesitionAction,4057001,No,151001101,AddBuff
4057,鬼神调,False,DoDesitionAction,4057001,No,151011102,AddBuff
4057,鬼神调,False,ReleaseSkillAction,4057002,No,122018102,AddBuff
4057,鬼神调,False,ReleaseSkillAction,4057002,No,122019102,AddBuff
4058,大风天,False,ReleaseSkillAction,4058001,No,171002101,AddBuff
4059,夔雷并涡,False,ReleaseSkillAction,4059001,No,111009103,AddBuff
4059,夔雷并涡,False,ReleaseSkillAction,4059001,No,121009103,AddBuff
4059,夔雷并涡,False,ReleaseSkillAction,4059001,No,111014102,AddBuff
4059,夔雷并涡,False,ReleaseSkillAction,4059001,No,121014102,AddBuff
4060,,False,ReleaseSkillAction,4060001,No,122010105,AddBuff
4060,,False,ReleaseSkillAction,4060001,No,107002,ChangeProperty
4062,嘶哑嚎叫,False,ReleaseSkillAction,4062001,No,122013103,AddBuff
4062,嘶哑嚎叫,False,ReleaseSkillAction,4062001,No,122010104,AddBuff
4062,嘶哑嚎叫,False,ReleaseSkillAction,4062001,No,122002101,AddBuff
4062,嘶哑嚎叫,False,AfterAction,4062002,No,3400001,AddActionTimes
4063,喷吐瘴气,False,BeforeClash,4063001,No,112034101,AddBuff
4063,喷吐瘴气,False,BeforeClash,4063001,No,142034101,AddBuff
4063,喷吐瘴气,False,ReleaseSkillAction,4063002,No,122034103,AddBuff
4063,喷吐瘴气,False,ReleaseSkillAction,4063002,No,122030105,AddBuff
4064,躯壳胀破,False,DoDesitionAction,4064001,No,2900012,ChangeActionWheel
4064,躯壳胀破,False,ReleaseSkillAction,4064002,No,12034100,RemoveBuff
4064,躯壳胀破,False,ReleaseSkillAction,4064002,No,162034101,AddBuff
4064,躯壳胀破,False,ReleaseSkillAction,4064002,No,162008102,AddBuff
4065,洗兵雨,False,ReleaseSkillAction,4065001,No,4407200,ClearBuffByType
4065,洗兵雨,False,ReleaseSkillAction,4065001,No,6403208,ChangeWeather
4066,乍起,False,ReleaseSkillAction,4066002,No,111007103,AddBuff
4066,乍起,False,ReleaseSkillAction,4066002,No,111008103,AddBuff
4066,乍起,False,ReleaseSkillAction,4066002,No,3400001,AddActionTimes
4066,乍起,False,AfterAction,4066003,No,102015,ChangeProperty
4067,乍起,False,ReleaseSkillAction,4067002,No,111007105,AddBuff
4067,乍起,False,ReleaseSkillAction,4067002,No,111008105,AddBuff
4067,乍起,False,ReleaseSkillAction,4067002,No,3400001,AddActionTimes
4067,乍起,False,AfterAction,4067003,No,102015,ChangeProperty
4068,恶念,False,BeforeClash,4068001,No,5000402,RemoveRandomKey
4068,恶念,False,ReleaseSkillAction,4068002,No,122002103,AddBuff
4068,恶念,False,ReleaseSkillAction,4068002,No,122008103,AddBuff
4069,恶念,False,BeforeClash,4069001,No,5000402,RemoveRandomKey
4069,恶念,False,ReleaseSkillAction,4069002,No,122002105,AddBuff
4069,恶念,False,ReleaseSkillAction,4069002,No,122008105,AddBuff
4070,嘶哑嚎叫,False,ReleaseSkillAction,4070001,No,122013104,AddBuff
4070,嘶哑嚎叫,False,ReleaseSkillAction,4070001,No,122010105,AddBuff
4070,嘶哑嚎叫,False,ReleaseSkillAction,4070001,No,122002101,AddBuff
4070,嘶哑嚎叫,False,AfterAction,4070002,No,3400001,AddActionTimes
4071,嘶哑嚎叫,False,ReleaseSkillAction,4071001,No,122013105,AddBuff
4071,嘶哑嚎叫,False,ReleaseSkillAction,4071001,No,122010105,AddBuff
4071,嘶哑嚎叫,False,ReleaseSkillAction,4071001,No,122002102,AddBuff
4071,嘶哑嚎叫,False,AfterAction,4071002,No,3400001,AddActionTimes
4072,紫烟贯虚合炁法,False,ReleaseSkillAction,4072001,No,102010,ChangeProperty
4072,紫烟贯虚合炁法,False,ReleaseSkillAction,4072001,No,111018102,AddBuff
4072,紫烟贯虚合炁法,False,AfterAction,4072002,No,300001,AverageGangQiAndXuanQi
4074,,False,ReleaseSkillAction,4074002,No,3800005,GetShieldBuffByTechPct
4074,,False,ReleaseSkillAction,4074002,No,152001101,AddBuff
4075,隐地回八术,False,ReleaseSkillAction,4075001,Yes,106002,SetProperty
4076,手捧雷,False,DoDesitionAction,4076001,No,2900013,ChangeActionWheel
4078,,False,AfterAction,4078002,No,101019,ChangeProperty
4079,搅线,False,AfterAction,4079002,No,400004,AddRandomKey
4080,,False,ReleaseSkillAction,4080001,No,101020,ChangeProperty
4080,,False,ReleaseSkillAction,4080001,No,102018,ChangeProperty
4080,,False,ReleaseSkillAction,4080001,No,121022103,AddBuff
4081,,False,ReleaseSkillAction,4081001,No,6100001,HealHpByLosePct
4081,,False,ReleaseSkillAction,4081001,No,4402202,ClearBuffByType
4082,,False,ReleaseSkillAction,4082001,No,4402100,ClearBuffByType
4082,,False,ReleaseSkillAction,4082001,No,122035104,AddBuff
4083,,False,ReleaseSkillAction,4083002,No,111011103,AddBuff
4083,,False,AfterAction,4083003,No,3400001,AddActionTimes
4084,桑榆现,False,DoDesitionAction,4084001,No,6304101,ChangeChrono
